timestamp,gyro_x,gyro_y,gyro_z
13.904,3.366,2.611,0.679
13.920,3.595,2.603,0.557
13.937,3.534,2.458,0.550
13.953,3.489,2.321,0.748
13.969,3.359,2.603,0.718
13.985,3.260,2.687,0.527
14.001,3.489,2.382,0.412
14.018,3.351,2.099,0.565
14.034,3.244,2.405,0.588
14.050,3.382,2.443,0.618
14.066,3.527,2.748,0.550
14.083,3.313,2.626,0.756
14.099,3.397,2.229,0.473
14.115,3.450,2.504,0.649
14.131,3.244,2.527,0.595
14.148,3.351,2.412,0.435
14.164,3.504,2.687,0.443
14.180,3.061,2.466,0.565
14.196,3.176,2.336,0.695
14.213,3.672,2.557,0.534
14.229,3.557,2.267,0.511
14.245,3.405,2.626,0.496
14.261,3.542,2.565,0.794
14.277,3.267,2.153,0.504
14.294,3.160,2.595,0.511
14.310,3.618,2.427,0.740
14.326,3.176,2.260,0.435
14.342,3.221,2.466,0.771
14.358,3.122,2.542,0.885
14.375,3.611,2.412,0.542
14.391,3.626,2.351,0.557
14.407,3.405,2.267,0.550
14.423,3.084,2.618,0.809
14.439,3.542,2.580,0.458
14.456,3.542,2.168,0.557
14.472,3.275,2.489,0.649
14.488,3.412,2.519,0.618
14.504,3.611,2.527,0.580
14.520,3.412,2.603,0.588
14.537,3.382,2.557,0.473
14.553,3.450,2.702,0.496
14.569,3.412,2.443,0.565
14.585,3.328,2.672,0.634
14.601,3.206,2.565,0.290
14.618,3.496,2.382,0.664
14.634,3.435,2.382,0.466
14.650,3.382,2.496,0.458
14.666,3.252,2.389,0.725
14.683,3.328,2.687,0.588
14.699,3.168,2.847,0.275
14.715,3.473,2.298,0.489
14.731,3.260,2.511,0.389
14.748,3.565,2.786,0.626
14.764,3.420,2.290,0.260
14.780,3.198,2.481,0.221
14.796,3.252,2.595,0.611
14.813,3.137,2.511,0.641
14.829,3.344,2.351,0.374
14.845,3.458,2.443,0.366
14.861,3.473,2.618,0.947
14.878,3.374,2.183,0.710
14.894,3.435,2.534,0.611
14.910,3.328,2.489,0.496
14.926,3.641,2.412,0.534
14.942,3.389,2.473,0.595
14.959,3.435,2.985,0.458
14.975,3.344,2.649,0.786
14.991,3.458,2.511,0.328
15.008,3.229,2.786,0.481
15.024,3.260,2.603,0.573
15.040,3.466,2.565,0.649
15.056,3.275,2.389,0.595
15.072,3.382,2.206,0.588
15.089,3.427,2.664,0.626
15.105,3.427,2.603,0.557
15.121,3.366,2.557,0.618
15.137,3.336,2.550,0.588
15.154,3.458,2.565,0.374
15.170,3.069,2.580,0.725
15.186,3.634,2.664,0.557
15.202,3.336,2.473,0.718
15.219,3.473,2.557,0.740
15.235,3.473,2.573,0.405
15.251,3.626,2.481,0.611
15.267,3.031,2.504,0.443
15.283,3.420,2.519,0.267
15.300,3.435,2.298,0.542
15.316,3.252,2.672,0.740
15.332,3.328,2.672,0.466
15.348,3.275,2.412,0.450
15.365,3.183,2.427,0.458
15.384,3.328,2.504,0.336
15.400,3.412,2.611,0.695
15.416,3.321,2.168,0.336
15.432,3.511,2.473,0.511
15.449,3.595,2.473,0.458
15.465,3.137,2.504,0.214
15.481,3.366,2.374,0.603
15.497,3.244,2.595,0.863
15.514,3.466,2.687,0.489
15.530,3.260,2.603,0.389
15.546,3.206,2.527,0.496
15.562,3.550,2.580,0.473
15.578,3.282,2.504,0.519
15.595,3.229,2.580,0.275
15.611,3.305,2.443,0.305
15.627,3.290,2.550,0.206
15.644,3.183,2.511,0.588
15.660,3.458,2.206,0.702
15.676,3.328,2.527,0.565
15.692,3.076,2.382,0.573
15.708,3.328,2.366,0.649
15.725,3.618,2.458,0.786
15.741,3.351,2.366,0.420
15.757,3.557,2.679,0.420
15.773,3.489,2.496,0.290
15.789,3.466,2.916,0.618
15.805,3.107,2.420,0.740
15.822,3.160,2.496,0.603
15.838,3.389,2.473,0.405
15.854,3.466,2.427,0.458
15.870,3.458,2.458,0.786
15.887,3.435,2.519,0.366
15.903,3.450,2.664,0.824
15.919,3.389,2.550,0.611
15.935,3.359,2.443,0.725
15.951,3.267,2.504,0.542
15.968,3.443,2.267,0.679
15.984,3.275,2.481,0.374
16.000,3.344,2.450,0.618
16.016,3.427,2.382,0.702
16.032,3.489,2.519,0.565
16.049,3.603,2.359,0.656
16.065,3.366,2.718,0.481
16.081,3.534,2.435,0.550
16.097,3.382,2.550,0.481
16.114,3.389,2.466,0.359
16.130,3.504,2.496,0.710
16.146,3.504,2.351,0.603
16.162,3.298,2.496,0.664
16.179,3.298,2.450,0.435
16.195,3.290,2.580,0.481
16.211,3.420,2.511,0.305
16.231,3.557,2.603,0.511
16.247,3.519,2.557,0.420
16.263,3.466,2.313,0.908
16.279,3.092,2.618,0.794
16.296,3.473,2.458,0.473
16.312,3.275,2.611,0.511
16.328,3.435,2.626,0.557
16.344,3.351,2.557,0.786
16.360,3.176,2.443,0.374
16.377,3.366,2.237,0.374
16.393,3.458,2.725,0.527
16.410,3.313,2.527,0.649
16.426,3.313,2.588,0.740
16.442,3.366,2.282,0.550
16.458,3.565,2.527,0.550
16.474,3.321,2.328,0.275
16.491,3.252,2.511,0.656
16.507,3.443,2.580,0.504
16.523,3.328,2.298,0.420
16.539,3.336,2.328,0.489
16.555,3.458,2.672,0.771
16.571,3.611,2.466,0.611
16.588,3.557,2.573,0.496
16.604,3.473,2.595,0.748
16.620,3.672,2.527,0.504
16.636,3.298,2.534,0.718
16.653,3.344,2.550,0.489
16.669,3.290,2.580,0.435
16.685,3.511,2.580,0.443
16.701,3.656,2.595,0.405
16.717,3.389,2.450,0.725
16.734,3.412,2.496,0.504
16.750,3.244,2.679,0.580
16.766,3.015,2.611,0.611
16.782,3.527,2.573,0.229
16.799,3.382,2.145,0.618
16.815,3.450,2.656,0.450
16.831,3.573,2.481,0.420
16.847,3.389,2.420,0.687
16.864,3.267,2.641,0.427
16.880,3.710,2.740,0.382
16.896,3.351,2.420,0.595
16.912,3.443,2.626,0.496
16.929,3.443,2.550,0.649
16.945,3.275,2.183,0.534
16.961,3.473,2.931,0.611
16.977,3.321,2.763,0.504
16.993,3.511,2.695,0.191
17.010,3.473,2.718,0.565
17.026,3.260,2.710,0.656
17.042,3.221,2.595,0.267
17.058,3.374,2.237,0.534
17.074,3.382,2.702,0.557
17.090,3.237,2.565,0.641
17.107,3.420,2.244,0.763
17.123,3.359,2.519,0.427
17.139,3.290,2.550,0.565
17.155,3.061,2.374,0.565
17.171,3.450,2.687,0.603
17.188,3.603,2.382,0.496
17.204,3.328,2.664,0.328
17.220,3.252,2.328,0.679
17.236,3.489,2.588,0.427
17.253,3.603,2.565,0.382
17.269,3.260,2.702,0.374
17.286,3.260,2.420,0.557
17.302,3.702,2.336,0.427
17.318,3.595,2.710,0.710
17.334,3.481,2.626,0.580
17.351,3.573,2.397,0.550
17.367,3.412,2.634,0.786
17.383,3.443,2.725,0.786
17.400,3.244,2.565,0.771
17.416,3.511,2.405,0.489
17.432,3.595,2.489,0.275
17.448,3.282,2.450,0.466
17.465,3.481,2.641,0.557
17.481,3.237,2.305,0.496
17.497,3.305,2.450,0.656
17.513,3.191,2.405,0.412
17.529,3.237,2.405,0.641
17.545,3.191,2.618,0.389
17.562,3.626,2.641,0.534
17.578,3.550,2.511,0.511
17.594,3.282,2.496,0.626
17.610,3.519,2.443,0.710
17.627,3.298,2.382,0.565
17.643,3.405,2.374,0.534
17.659,3.534,2.702,0.664
17.675,3.634,2.397,0.679
17.691,3.511,2.588,0.427
17.707,3.489,2.450,0.550
17.724,3.290,2.397,0.687
17.740,3.405,2.611,0.351
17.756,3.290,2.611,0.702
17.772,3.618,2.481,0.847
17.789,3.267,2.412,0.656
17.805,3.382,2.420,0.748
17.821,3.489,2.702,0.527
17.837,3.473,2.595,0.656
17.853,3.382,2.405,0.550
17.870,3.336,2.405,0.664
17.886,3.458,2.802,0.511
17.902,3.389,2.573,0.466
17.918,3.252,2.527,0.527
17.935,3.351,2.298,0.802
17.951,3.542,2.389,0.580
17.967,3.374,2.527,0.733
17.983,3.489,2.214,0.496
17.999,3.328,2.550,0.626
18.015,3.382,2.397,0.588
18.032,3.405,2.603,0.725
18.048,3.389,2.282,0.603
18.064,3.634,2.550,0.496
18.080,3.496,2.496,0.695
18.097,3.214,2.374,0.519
18.113,3.282,2.634,0.496
18.129,3.405,2.412,0.450
18.145,3.557,2.824,0.496
18.161,3.107,2.359,0.397
18.178,3.389,2.527,0.244
18.194,3.542,2.374,0.489
18.210,3.443,2.328,0.595
18.226,3.802,2.481,0.527
18.243,3.420,2.595,0.473
18.259,3.290,2.580,0.550
18.275,3.107,2.435,0.458
18.291,3.282,2.786,0.748
18.307,3.252,2.725,0.504
18.324,3.473,2.359,0.328
18.340,3.298,2.565,0.405
18.356,3.481,2.527,0.748
18.372,3.267,2.389,0.534
18.389,3.504,2.405,0.557
18.405,3.336,2.221,0.542
18.421,3.031,2.748,0.252
18.437,3.359,2.611,0.504
18.453,3.504,2.412,0.595
18.470,3.374,2.405,0.473
18.486,3.382,2.733,0.649
18.502,3.656,2.573,0.641
18.518,3.565,2.504,0.618
18.535,3.542,2.420,0.336
18.551,3.374,2.313,0.588
18.567,3.496,2.443,0.412
18.583,3.198,2.489,0.282
18.599,3.527,2.313,0.595
18.616,3.580,2.405,0.786
18.632,3.328,2.511,0.313
18.648,3.450,2.740,0.519
18.664,3.122,2.397,0.481
18.680,3.489,2.779,0.588
18.697,3.481,2.573,0.634
18.713,3.687,2.550,0.542
18.729,3.122,2.603,0.489
18.745,3.603,2.664,0.595
18.761,3.374,2.450,0.649
18.778,3.321,2.542,0.679
18.794,3.191,2.664,0.664
18.810,3.511,2.405,0.664
18.826,3.344,2.489,0.382
18.842,3.351,2.282,0.435
18.859,3.374,2.573,0.344
18.875,3.237,2.626,0.443
18.891,3.420,2.527,0.679
18.907,3.382,2.366,0.534
18.923,3.282,2.565,0.626
18.940,3.397,2.275,0.580
18.956,3.427,2.580,0.519
18.972,3.382,2.260,0.573
18.988,3.313,2.542,0.626
19.005,3.519,2.359,0.481
19.020,3.397,2.489,0.626
19.037,3.534,2.313,0.588
19.053,3.397,2.374,0.649
19.069,3.481,2.511,0.763
19.085,3.511,2.603,0.824
19.101,3.435,2.649,0.756
19.118,3.053,2.519,0.504
19.134,3.389,2.443,0.260
19.150,3.511,2.679,0.771
19.166,3.389,2.618,0.504
19.183,3.260,2.588,0.695
19.199,3.443,2.595,0.695
19.216,3.519,2.679,0.641
19.232,3.595,2.427,0.435
19.248,3.298,2.466,0.679
19.264,3.115,2.473,0.435
19.280,3.221,2.740,0.603
19.297,3.275,2.221,0.702
19.313,3.458,2.435,0.588
19.329,3.221,2.656,0.214
19.346,3.420,2.481,0.374
19.362,3.275,2.450,0.366
19.378,3.450,2.397,0.763
19.394,3.496,2.679,0.985
19.411,3.282,2.344,0.511
19.427,3.359,2.389,0.519
19.443,3.359,2.824,0.427
19.459,3.641,2.389,0.634
19.475,3.260,2.611,0.687
19.493,3.290,2.473,0.359
19.509,3.504,2.687,0.542
19.525,3.573,2.427,0.313
19.541,3.382,2.504,0.611
19.557,3.351,2.405,0.550
19.574,3.557,2.382,0.450
19.590,3.237,2.595,0.855
19.606,3.527,2.489,0.786
19.622,3.412,2.313,0.550
19.639,3.313,2.504,0.687
19.655,3.206,2.542,0.229
19.671,3.351,2.374,0.824
19.687,3.336,2.802,0.679
19.703,3.214,2.580,0.740
19.719,3.458,2.489,0.763
19.736,3.359,2.466,0.611
19.752,3.122,2.298,0.511
19.768,3.435,2.527,0.489
19.784,3.153,2.611,0.763
19.801,3.534,2.634,0.252
19.817,3.641,2.511,0.420
19.833,3.336,2.191,0.885
19.849,3.481,2.763,0.458
19.865,3.397,2.916,0.443
19.882,3.420,2.527,0.435
19.898,3.397,2.282,0.672
19.914,3.542,2.427,0.779
19.930,3.313,2.389,0.641
19.947,3.405,2.397,0.534
19.963,3.168,2.405,0.641
19.979,3.298,2.458,0.664
19.995,3.511,2.679,0.519
20.011,3.168,2.565,0.466
20.028,3.321,2.420,0.489
20.044,3.489,2.588,0.840
20.060,3.588,2.427,0.740
20.076,3.229,2.229,0.641
20.093,3.550,2.458,0.649
20.109,3.435,2.771,0.626
20.125,3.130,2.214,0.550
20.141,3.214,2.573,0.748
20.157,3.504,2.473,0.412
20.174,3.305,2.450,0.641
20.190,3.481,2.634,0.740
20.206,3.389,2.603,0.466
20.222,3.435,2.534,0.611
20.238,3.221,2.405,0.366
20.255,3.305,2.809,0.527
20.271,3.504,2.496,0.443
20.287,3.374,2.779,0.595
20.303,3.527,2.656,0.267
20.319,3.450,2.748,0.763
20.336,3.611,2.641,0.427
20.352,3.115,2.656,0.458
20.368,3.336,2.473,0.679
20.388,3.321,2.779,0.710
20.404,3.214,2.603,0.427
20.420,3.542,2.489,0.649
20.436,3.550,2.344,0.855
20.452,3.336,2.115,0.573
20.469,3.321,2.305,0.519
20.485,3.466,2.244,0.710
20.501,3.527,2.466,0.595
20.517,3.481,2.916,0.748
20.533,3.221,2.550,0.511
20.550,3.229,2.504,0.588
20.566,3.450,2.183,0.618
20.582,3.450,2.321,0.443
20.598,3.382,2.511,0.626
20.615,3.397,2.435,0.466
20.631,3.069,2.565,0.534
20.647,3.389,2.328,0.550
20.663,3.481,2.313,0.542
20.680,3.649,2.405,0.252
20.696,3.359,2.542,0.626
20.712,3.206,2.450,0.573
20.728,3.176,2.504,0.527
20.745,3.237,2.618,0.359
20.761,3.534,2.473,0.412
20.777,3.382,2.382,0.603
20.793,3.405,2.214,0.405
20.809,3.679,2.420,0.321
20.825,3.473,2.763,0.702
20.842,3.534,2.336,0.588
20.858,3.351,2.427,0.580
20.874,3.443,2.611,0.794
20.890,3.374,2.695,0.473
20.906,3.382,2.458,0.656
20.923,3.618,2.359,0.519
20.939,3.672,2.282,0.748
20.955,3.290,2.221,0.458
20.971,3.412,2.397,0.466
20.988,3.473,2.366,0.679
21.004,3.374,2.458,0.214
21.020,3.412,2.740,0.588
21.036,3.412,2.473,0.565
21.053,3.489,2.573,0.664
21.069,3.214,2.679,0.489
21.085,3.282,2.641,0.557
21.102,3.351,2.565,0.725
21.118,3.176,2.695,0.573
21.134,3.412,2.198,0.351
21.150,3.466,2.542,0.687
21.166,3.611,2.725,0.779
21.183,3.237,2.336,0.573
21.199,3.336,2.557,0.511
21.215,3.427,2.435,0.435
21.231,3.305,2.618,0.450
21.248,3.649,2.641,0.580
21.264,3.351,2.519,0.588
21.280,3.336,2.229,0.565
21.296,3.443,2.458,0.542
21.313,3.389,2.397,0.664
21.329,3.466,2.626,0.718
21.345,3.427,2.626,0.672
21.361,3.267,2.489,0.618
21.378,3.412,2.794,0.649
21.394,3.229,2.466,0.763
21.410,3.435,2.649,0.878
21.426,3.504,2.527,0.649
21.442,3.496,2.565,0.733
21.458,3.527,2.282,0.771
21.475,3.443,2.504,0.542
21.491,3.328,2.588,0.695
21.507,3.412,2.511,0.733
21.523,3.466,2.725,0.611
21.539,3.412,2.710,0.466
21.559,3.466,2.405,0.534
21.575,3.687,2.336,0.511
21.591,3.115,2.573,0.557
21.608,3.435,2.321,0.786
21.624,3.519,2.489,0.611
21.640,3.191,2.466,0.244
21.656,3.550,2.573,0.458
21.672,3.145,2.519,0.351
21.689,3.214,2.382,0.641
21.705,3.427,2.489,0.405
21.721,3.305,2.420,0.435
21.737,3.328,2.740,0.634
21.753,3.229,2.794,0.611
21.770,3.496,2.389,0.466
21.786,3.405,2.618,0.527
21.802,3.603,2.336,0.527
21.818,3.198,2.550,0.252
21.835,3.374,2.435,0.580
21.851,3.573,2.573,0.359
21.867,3.206,2.740,0.740
21.883,3.420,2.527,0.542
21.899,3.382,2.328,0.389
21.916,3.282,2.573,0.580
21.932,3.244,2.534,0.565
21.948,3.328,2.656,0.634
21.964,3.412,2.351,0.618
21.980,3.366,2.573,0.565
21.997,3.397,2.397,0.611
22.013,3.351,2.466,0.435
22.029,3.351,2.740,0.511
22.045,3.290,2.374,0.702
22.061,3.557,2.374,0.603
22.078,3.260,2.366,0.557
22.094,3.550,2.710,0.779
22.109,3.351,2.649,0.420
22.126,3.244,2.840,0.542
22.142,3.366,2.695,0.588
22.158,3.473,2.298,0.504
22.174,3.420,2.603,0.412
22.190,3.504,2.458,0.519
22.207,3.443,2.557,0.618
22.223,3.389,2.672,0.710
22.239,3.336,2.466,0.336
22.255,3.450,2.511,0.504
22.271,3.466,2.534,0.595
22.288,3.298,2.427,0.489
22.306,3.511,2.443,0.786
22.322,3.435,2.611,0.550
22.339,3.481,2.504,0.366
22.355,3.336,2.427,0.580
22.371,3.397,2.565,0.679
22.387,3.374,2.634,0.649
22.404,3.237,2.298,0.634
22.420,3.221,2.649,0.420
22.436,3.397,2.359,0.473
22.452,3.321,2.664,0.802
22.468,3.290,2.282,0.641
22.485,3.389,2.313,0.481
22.501,3.344,2.802,0.580
22.517,3.313,2.542,0.573
22.533,3.382,2.359,0.290
22.550,3.557,2.664,0.595
22.566,3.275,2.748,0.672
22.582,3.328,2.649,0.412
22.598,3.198,2.504,0.679
22.615,3.008,2.435,0.557
22.631,3.504,2.389,0.443
22.647,3.427,2.229,0.664
22.663,3.443,2.534,0.710
22.679,3.534,2.565,0.702
22.695,3.450,2.504,0.664
22.712,3.405,2.504,0.588
22.728,3.260,2.534,0.573
22.744,3.534,2.656,0.229
22.760,3.313,2.824,0.557
22.776,3.344,2.336,0.305
22.793,3.107,2.519,0.588
22.809,3.656,2.412,0.725
22.825,3.405,2.382,0.718
22.841,3.466,2.565,0.427
22.857,3.328,2.511,0.679
22.873,3.328,2.496,0.359
22.890,3.351,2.351,0.908
22.906,3.344,2.595,0.420
22.922,3.450,2.397,0.679
22.938,3.344,2.611,0.351
22.955,3.290,2.435,0.481
22.971,3.061,2.588,0.382
22.987,3.565,2.084,0.519
23.003,3.229,2.244,0.473
23.019,3.458,2.588,0.641
23.035,3.374,2.702,0.611
23.052,3.290,2.412,0.718
23.068,3.382,2.702,0.298
23.084,3.344,2.489,0.588
23.100,3.634,2.771,0.374
23.116,3.229,2.351,0.527
23.132,3.351,2.389,0.519
23.148,3.466,2.641,0.466
23.164,3.267,2.466,0.740
23.180,3.252,2.435,0.481
23.197,3.336,2.321,0.611
23.213,3.473,2.420,0.519
23.229,3.412,2.351,0.618
23.245,3.282,2.389,0.275
23.261,3.511,2.206,0.550
23.278,3.458,2.450,0.687
23.294,3.519,2.405,0.397
23.310,3.450,2.374,0.702
23.326,3.664,2.817,0.702
23.342,3.527,2.397,0.511
23.359,3.168,2.634,0.321
23.375,3.611,2.527,0.702
23.391,3.366,2.710,0.550
23.407,3.336,2.351,0.664
23.423,3.206,2.573,0.466
23.440,3.427,2.580,0.397
23.456,3.412,2.611,0.649
23.472,3.450,2.305,0.458
23.488,3.168,2.237,0.611
23.505,3.252,2.405,0.534
23.521,3.466,2.374,0.382
23.537,3.573,2.252,0.588
23.553,2.939,2.542,0.824
23.570,3.305,2.573,0.489
23.586,3.626,2.489,0.565
23.602,3.542,2.405,0.580
23.618,3.595,2.595,0.344
23.635,3.397,2.595,0.389
23.651,3.237,2.687,0.580
23.667,3.550,2.573,0.626
23.683,3.275,2.496,0.588
23.699,3.328,2.397,0.382
23.715,3.573,2.489,0.588
23.732,3.580,2.519,0.435
23.748,3.412,2.427,0.405
23.764,3.336,2.740,0.595
23.780,3.466,2.595,0.374
23.796,3.565,2.389,0.588
23.812,3.267,2.198,0.588
23.829,3.382,2.565,0.374
23.845,3.328,2.511,0.733
23.861,3.527,2.626,0.634
23.877,3.466,2.611,0.489
23.894,3.260,2.534,0.802
23.910,3.458,2.427,0.504
23.926,3.328,2.870,0.565
23.942,3.565,2.321,0.664
23.958,3.420,2.198,0.595
23.975,3.481,2.481,0.550
23.991,3.221,2.580,0.870
24.007,3.565,2.588,0.176
24.023,3.351,2.664,0.542
24.039,3.557,2.427,0.565
24.055,3.344,2.588,0.595
24.072,3.634,2.496,0.359
24.088,3.443,2.458,0.634
24.104,3.573,2.466,0.580
24.120,3.153,2.641,0.718
24.136,3.412,2.595,0.489
24.152,3.260,2.481,0.550
24.168,3.366,2.496,0.771
24.185,3.382,2.336,0.504
24.201,3.198,2.328,0.489
24.217,3.443,2.244,0.366
24.233,3.328,2.580,0.710
24.249,3.359,2.695,0.519
24.265,3.427,2.374,0.450
24.282,3.458,2.611,0.374
24.298,3.374,2.557,0.321
24.314,3.466,2.550,0.481
24.330,3.397,2.511,0.702
24.346,3.244,2.382,0.565
24.363,3.298,2.305,0.656
24.379,3.305,2.321,0.450
24.395,3.359,2.611,0.557
24.411,3.519,2.504,0.458
24.428,3.473,2.221,0.511
24.444,3.405,2.504,0.779
24.460,3.435,2.473,0.618
24.476,3.427,2.534,0.359
24.493,3.412,2.389,0.649
24.509,3.168,2.542,0.626
24.525,3.115,2.595,0.405
24.541,3.351,2.298,0.519
24.557,3.344,2.443,0.504
24.574,3.427,2.519,0.397
24.590,3.397,2.664,0.473
24.606,3.466,2.527,0.489
24.622,3.412,2.718,0.641
24.639,3.145,2.473,0.542
24.655,3.458,2.702,0.603
24.671,3.260,2.397,0.702
24.687,3.435,2.427,0.496
24.703,3.603,2.504,0.496
24.720,3.351,2.511,0.458
24.736,3.504,2.557,0.511
24.752,3.458,2.466,0.565
24.768,3.412,2.649,0.435
24.785,3.397,2.550,0.710
24.801,3.473,2.565,0.489
24.817,3.550,2.626,0.527
24.833,3.191,2.511,0.321
24.850,3.450,2.427,0.626
24.866,3.389,2.687,0.527
24.882,3.298,2.580,0.420
24.898,3.198,2.473,0.672
24.915,3.557,2.305,0.588
24.931,3.580,2.595,0.771
24.947,3.664,2.191,0.611
24.963,3.313,2.214,0.603
24.979,3.084,2.511,0.389
24.996,3.496,2.389,0.542
25.012,3.519,2.389,0.580
25.028,3.580,2.565,0.511
25.044,3.611,2.374,0.359
25.061,3.443,2.450,0.473
25.077,3.466,2.496,0.649
25.093,3.244,2.725,0.427
25.109,3.191,2.824,0.672
25.125,3.351,2.489,0.435
25.141,3.397,2.550,0.573
25.158,3.366,2.718,0.557
25.174,3.374,2.336,0.275
25.190,3.435,2.656,0.412
25.206,3.443,2.481,0.504
25.222,3.359,2.580,0.427
25.239,3.160,2.634,0.542
25.255,3.221,2.397,0.557
25.271,3.618,2.565,0.382
25.287,3.588,2.496,0.672
25.304,3.214,2.412,0.672
25.320,3.328,2.573,0.450
25.336,3.351,2.435,0.664
25.352,3.588,2.718,0.618
25.368,3.282,2.542,0.718
25.385,3.244,2.427,0.397
25.401,3.489,2.550,0.710
25.417,3.366,2.603,0.626
25.433,3.412,2.611,0.710
25.449,3.351,2.450,0.405
25.466,3.458,2.557,0.458
25.482,3.092,2.542,0.405
25.498,3.481,2.595,0.458
25.514,3.389,2.290,0.565
25.530,3.412,2.511,0.580
25.547,3.603,2.489,0.481
25.563,3.298,2.687,0.817
25.579,3.267,2.580,0.840
25.595,3.397,2.405,0.618
25.612,3.267,2.466,0.626
25.628,3.336,2.618,0.481
25.644,3.504,2.641,0.511
25.660,3.221,2.374,0.664
25.676,3.542,2.382,0.542
25.693,3.550,2.397,0.863
25.709,3.412,2.473,0.366
25.725,3.344,2.450,0.588
25.741,3.412,2.649,0.634
25.757,3.328,2.763,0.550
25.773,3.336,2.328,0.550
25.790,3.489,2.519,0.550
25.806,3.153,2.603,0.427
25.822,3.382,2.427,0.519
25.839,3.229,2.481,0.573
25.855,3.366,2.664,0.611
25.871,3.374,2.740,0.588
25.888,3.374,2.351,0.588
25.904,3.557,2.519,0.641
25.920,3.473,2.794,0.542
25.936,3.244,2.466,0.679
25.952,3.412,2.771,0.634
25.969,3.344,2.351,0.718
25.985,3.618,2.313,0.557
26.001,3.427,2.214,0.695
26.018,3.550,2.466,0.763
26.034,3.412,2.366,0.573
26.050,3.550,2.542,0.649
26.066,3.290,2.435,0.435
26.082,3.252,2.588,0.603
26.099,3.183,2.405,0.420
26.115,3.473,2.389,0.466
26.131,3.473,2.847,0.527
26.147,3.397,2.397,0.405
26.163,3.496,2.626,0.565
26.180,3.198,2.718,0.534
26.196,3.481,2.374,0.687
26.212,3.198,2.511,0.435
26.228,3.550,2.641,0.389
26.245,3.412,2.405,0.542
26.261,3.611,2.519,0.458
26.277,3.458,2.191,0.496
26.293,3.336,2.267,0.603
26.310,3.473,2.405,0.702
26.326,3.366,2.351,0.802
26.342,3.511,2.542,0.458
26.359,3.649,2.542,0.405
26.375,3.496,2.656,0.710
26.391,3.405,2.618,0.664
26.407,3.481,2.786,0.458
26.423,3.344,2.573,0.763
26.440,3.267,2.664,0.710
26.456,3.328,2.618,0.733
26.472,3.420,2.450,0.557
26.488,3.366,2.397,0.626
26.505,3.344,2.336,0.756
26.521,3.115,2.496,0.458
26.537,3.206,2.656,0.565
26.553,3.061,2.344,0.565
26.569,3.313,2.489,0.527
26.585,3.382,2.672,0.542
26.602,3.489,2.771,0.405
26.618,3.504,2.611,0.519
26.634,3.359,2.527,0.565
26.650,3.611,2.557,0.603
26.667,3.344,2.260,0.565
26.683,3.405,2.618,0.748
26.699,3.389,2.282,0.527
26.715,3.374,2.351,0.611
26.731,3.237,2.473,0.595
26.748,3.443,2.504,0.565
26.764,3.527,2.725,0.542
26.780,3.214,2.489,0.473
26.796,3.305,2.481,0.496
26.812,3.450,2.321,0.313
26.829,3.435,2.618,0.626
26.845,3.305,2.214,0.733
26.861,3.198,2.511,0.527
26.881,3.565,2.473,0.481
26.897,3.443,2.618,0.748
26.914,3.290,2.382,0.313
26.930,3.573,2.809,0.664
26.946,3.366,2.252,0.634
26.962,3.389,2.527,0.771
26.978,3.504,2.198,0.443
26.995,3.290,2.672,0.496
27.011,3.191,2.427,0.427
27.027,3.603,2.489,0.527
27.043,3.160,2.420,0.550
27.059,3.374,2.641,0.382
27.076,3.229,2.489,0.618
27.092,3.076,2.573,0.550
27.108,3.122,2.351,0.420
27.124,3.458,2.527,0.374
27.140,3.450,2.656,0.702
27.157,3.450,2.802,0.588
27.173,3.588,2.366,0.527
27.189,3.374,2.595,0.611
27.205,3.328,2.450,0.313
27.222,3.405,2.603,0.305
27.238,3.580,2.328,0.733
27.255,3.557,2.359,0.534
27.271,3.443,2.534,0.450
27.288,3.305,2.847,0.260
27.304,3.282,2.588,0.489
27.320,3.214,2.389,0.489
27.336,3.458,2.695,0.565
27.353,3.565,2.473,0.580
27.369,3.412,2.458,0.481
27.385,3.588,2.550,0.534
27.401,3.458,2.450,0.565
27.418,3.733,2.702,0.641
27.434,3.489,2.557,0.519
27.450,3.588,2.489,0.763
27.466,3.595,2.473,0.313
27.482,3.160,2.534,0.603
27.499,3.275,2.450,0.534
27.515,3.076,2.565,0.718
27.531,3.214,2.260,0.641
27.547,3.466,2.702,0.588
27.563,3.321,2.664,0.473
27.580,3.237,2.305,0.588
27.596,3.260,2.557,0.466
27.612,3.527,2.573,0.588
27.628,3.275,2.496,0.412
27.644,3.420,2.504,0.855
27.661,3.412,2.458,0.534
27.677,3.366,2.504,0.427
27.693,3.321,2.527,0.656
27.709,3.412,2.214,0.397
27.725,3.511,2.565,0.527
27.741,3.435,2.573,1.046
27.758,3.626,2.710,0.412
27.774,3.153,2.618,0.573
27.790,3.313,2.481,0.687
27.806,3.260,2.580,0.366
27.822,3.405,2.756,0.366
27.839,3.504,2.611,0.557
27.855,3.443,2.626,0.489
27.871,3.321,2.290,0.664
27.887,3.389,2.649,0.427
27.903,3.290,2.565,0.359
27.920,3.427,2.634,0.351
27.936,3.183,2.534,0.695
27.952,3.649,2.763,0.389
27.968,3.305,2.405,0.260
27.985,3.534,2.588,0.344
28.001,3.298,2.511,0.618
28.017,3.435,2.443,0.595
28.033,3.427,2.534,0.641
28.050,3.328,2.275,0.450
28.066,3.153,2.893,0.405
