timestamp,gyro_x,gyro_y,gyro_z
28.082,3.420,2.595,0.702
28.098,3.412,2.504,0.458
28.115,3.382,2.397,0.374
28.131,3.427,2.382,0.603
28.147,3.382,2.382,0.328
28.163,3.237,2.374,0.565
28.180,3.252,2.618,0.489
28.196,3.435,2.550,0.588
28.212,3.351,2.458,0.435
28.229,3.282,2.321,0.489
28.245,3.221,2.458,0.511
28.261,3.550,2.412,0.573
28.277,3.351,2.351,0.672
28.293,3.473,2.374,0.412
28.310,3.359,2.267,0.641
28.326,3.282,2.374,0.481
28.342,3.382,2.473,0.817
28.358,3.412,2.481,0.504
28.374,3.450,2.458,0.458
28.391,3.298,2.473,0.374
28.407,3.298,2.450,0.824
28.423,3.496,2.275,0.756
28.439,3.336,2.504,0.580
28.455,3.221,2.679,0.763
28.472,3.420,2.763,0.817
28.488,3.328,2.366,0.573
28.504,3.641,2.496,0.466
28.520,3.481,2.573,0.534
28.537,3.176,2.565,0.405
28.553,3.397,2.611,0.580
28.569,3.534,2.557,0.664
28.585,3.252,2.809,0.687
28.601,3.382,2.656,0.687
28.618,3.130,2.435,0.565
28.634,3.481,2.656,0.679
28.650,3.634,2.763,0.458
28.666,3.405,2.580,0.771
28.683,3.412,2.634,0.679
28.699,3.557,2.427,0.458
28.715,3.557,2.550,0.733
28.731,3.450,2.305,0.473
28.747,3.458,2.458,0.466
28.764,3.466,2.366,0.649
28.780,3.626,2.412,0.481
28.796,3.626,2.595,0.634
28.812,3.267,2.466,0.504
28.829,3.618,2.458,0.519
28.845,3.321,2.611,0.588
28.861,3.260,2.389,0.473
28.878,3.542,2.336,0.443
28.894,3.237,2.702,0.672
28.910,3.321,2.534,0.634
28.926,3.435,2.611,0.641
28.942,3.267,2.679,0.313
28.958,3.176,2.511,0.595
28.975,3.580,2.359,0.626
28.991,3.420,2.496,0.611
29.007,3.382,2.366,0.359
29.023,3.473,2.389,0.603
29.039,3.420,2.634,0.450
29.056,3.344,2.420,0.481
29.072,3.427,2.519,0.427
29.088,3.611,2.679,0.557
29.104,3.649,2.443,0.679
29.121,3.573,2.695,0.496
29.137,3.305,2.359,0.473
29.153,3.351,2.710,0.687
29.169,3.359,2.298,0.435
29.185,3.275,2.504,0.733
29.202,3.229,2.588,0.656
29.218,3.359,2.374,0.611
29.234,3.282,2.489,0.656
29.250,3.473,2.603,0.427
29.267,3.595,2.366,0.779
29.283,3.290,2.718,0.511
29.299,3.389,2.626,0.611
29.315,3.496,2.809,0.473
29.332,3.420,2.618,0.473
29.348,3.466,2.244,0.511
29.364,3.672,2.458,0.649
29.380,3.374,2.595,0.443
29.396,3.282,2.313,0.603
29.413,3.397,2.389,0.786
29.429,3.282,2.260,0.481
29.445,3.489,2.832,0.580
29.461,3.092,2.947,0.298
29.478,3.305,2.664,0.672
29.494,3.473,2.305,0.557
29.510,3.427,2.489,0.534
29.527,3.351,2.595,0.534
29.543,3.229,2.244,0.489
29.559,3.412,2.496,0.626
29.575,3.580,2.534,0.519
29.591,3.427,2.573,0.603
29.608,3.321,2.634,0.092
29.624,3.489,2.641,0.511
29.640,3.290,2.733,0.519
29.656,3.519,2.595,0.458
29.672,3.099,2.672,0.664
29.689,3.786,2.221,0.282
29.705,3.260,2.496,0.588
29.721,3.519,2.344,0.282
29.737,3.382,2.214,0.504
29.753,3.267,2.305,0.511
29.770,3.481,2.618,0.534
29.786,3.412,2.481,0.557
29.802,3.763,2.878,0.603
29.818,3.496,2.267,0.695
29.835,3.481,2.435,0.786
29.851,3.275,2.649,0.435
29.867,3.435,2.405,0.542
29.883,3.511,2.374,0.427
29.899,3.542,2.458,0.634
29.916,3.374,2.779,0.412
29.932,3.489,2.244,0.557
29.948,3.542,2.527,0.656
29.964,3.427,2.412,0.672
29.981,3.466,2.634,0.557
29.997,3.237,2.542,0.519
