0.00, -2016, -5548, 12412, -45, 789, -346
0.21, -14732, -6168, 14596, 331, -130, -572
0.28, -12236, -8648, 16520, 722, -368, -1365
0.35, -5408, -5944, 11344, 676, -96, -413
0.43, 1940, -1072, 4476, 2708, 2060, -157
0.54, 32768, 2416, 30936, -1191, -3030, -2620
0.58, 7008, -2224, 6996, -2211, -3493, -2782
0.60, 14796, -9772, 18920, -2577, -1909, -2548
0.62, 11628, -4920, 13708, -3778, -1060, -2703
0.65, 8832, -9588, 6856, -4518, 503, -1934
0.68, 2436, -9348, 9464, -3987, 917, -1257
0.74, 148, -20192, 11168, -1215, 2501, -671
0.77, 504, -27480, 1980, 376, 2711, -297
0.81, 772, -14016, -7532, 2199, 2618, 749
0.85, -1324, -4500, -5436, 2279, 1750, 1544
0.88, -1504, 44, -5260, 2857, 1138, 2643
0.95, 732, 4204, -5604, 3656, -92, 3077
0.98, -1880, 12980, -4096, 4077, -675, 2150
1.00, -496, 8172, -3772, 4071, -1040, 1852
1.02, 3704, -2004, -3424, 4596, -481, 1824
1.05, 32768, 32767, 32767, -1648, -746, -70
1.07, -17204, 21660, 32767, -425, 1221, 1062
1.09, -14680, 14912, 32767, 167, 295, 1902
1.12, -7924, 6140, 19360, -332, 73, 1379
1.14, -4172, 4632, 13540, -49, 23, 1342
1.16, -5280, 6948, 12380, -176, -97, 1194
1.17, -4272, 8012, 8860, -345, -246, 988
1.19, -5052, 9128, 8692, -313, -687, 967
1.21, -5456, 6832, 10396, -449, -882, 916
1.24, -6324, 3412, 13356, -378, -978, 1220
1.25, -4200, 2488, 12728, -259, -1007, 1529
1.27, -1312, 4176, 15048, -431, -864, 1898
1.29, 996, 3024, 17192, -485, -682, 2115
1.31, 3208, 400, 16788, -319, -402, 2227
1.33, 5532, -868, 13596, 87, -64, 2235
1.35, 8380, -624, 13408, 554, 55, 2286
1.37, 11300, 3164, 19096, 558, 311, 2457
1.39, 18056, 9328, 20688, 300, 1547, 3111
1.41, 4920, 20988, 17784, -1199, 2815, 2726
1.43, -9132, 18456, 14540, -2517, 3106, 1999
1.45, -13360, 6920, 13260, -2164, 3369, 1717
1.47, -18124, 6680, 16632, -2481, 3100, 1322
1.49, -16964, 2588, 14196, -2462, 2608, 1109
1.51, -15460, 744, 8680, -2070, 2300, 1036
1.53, -11448, -2596, 4484, -1621, 2044, 1233
1.55, -14492, -3040, 5844, -1325, 1222, 1780
1.57, -16232, -4380, 8224, -1241, 215, 2049
1.59, -16276, -5480, 6884, -1384, -752, 2469
1.61, -15412, -7312, 3640, -1443, -1373, 2485
1.62, -13208, -8556, 2700, -1255, -1861, 2535
1.64, -9240, -9468, 504, -725, -2300, 2597
1.66, -5712, -4928, 6648, -171, -2178, 2460
1.68, -4892, 952, 17620, -363, -2162, 2207
1.70, -2196, 3748, 18360, -694, -2050, 1952
1.72, -1612, 9220, 25296, -1063, -1113, 1272
1.74, 3280, 8628, 24472, -892, 144, 541
1.76, 120, 9216, 20200, -752, 1253, 368
1.79, -4988, 10344, 15108, -690, 2030, 270
1.80, -8304, 8212, 10708, -658, 2105, 224
1.82, -10284, 7764, 8488, -608, 2077, 238
1.84, -12380, 7356, 8308, -609, 1935, 338
1.86, -15568, 6392, 8884, -522, 1422, 449
1.88, -18020, 4432, 8616, -487, 857, 682
1.89, -20276, 2544, 8960, -518, 143, 768
1.91, -21248, -3044, 12800, -241, -724, 1322
1.93, -16808, -5440, 11876, -117, -1048, 1435
1.95, -11936, -5888, 11280, 68, -1147, 1290
1.97, -8172, -4080, 12068, -82, -1000, 878
1.99, -7056, 252, 13076, -103, -708, 424
2.01, -5696, 2124, 14528, -509, -545, 290
