0.00, -13096, 2772, 13620, 475, -201, 152
0.12, -4940, 1604, 13504, 96, 452, 143
0.17, -7392, 2748, 12708, -12, 447, 91
0.24, -9912, 3184, 13632, -123, 259, 67
0.34, -9528, 1172, 12116, -24, 49, -38
0.40, -9716, 1560, 13092, -74, 6, 40
0.56, -9924, 2916, 12356, -4, 92, 98
0.68, -9312, 1156, 12472, 165, 75, 60
0.76, -10404, 3176, 13676, 96, 39, 23
0.81, -9292, 2016, 11612, -171, 39, -69
0.83, -8752, 108, 12736, -132, 83, -28
0.85, -9452, -172, 12824, 23, 125, 30
0.94, -9760, 1924, 12464, 82, 13, 11
0.99, -10248, 2632, 12780, -134, 1, -96
1.07, -9152, -456, 12440, 26, 10, 61
1.13, -9588, 1628, 12888, 96, 83, 139
1.18, -9620, 2272, 12748, 47, 83, 76
1.20, -9608, 1740, 12564, 18, 69, 252
1.22, -9616, 1324, 12428, 30, 60, -51
1.24, -9804, 1332, 12552, 42, 60, -42
1.26, -9852, 1132, 12420, 60, 22, -15
1.29, -9824, 1180, 12412, 92, 19, -10
1.31, -9904, 1340, 12784, 111, 12, -14
1.33, -9736, 1384, 12668, 118, 5, -20
1.36, -9488, 1388, 12420, 101, 2, -16
1.38, -9744, 936, 12888, 89, 38, -20
1.40, -9852, 1072, 13112, 118, 32, 7
1.42, -10036, 1736, 12872, 157, 21, 46
1.44, -10412, 2852, 12740, 105, 25, 13
1.46, -9592, 3260, 12096, -16, -26, -22
1.48, -8600, 2228, 12200, -81, -44, -4
1.50, -8468, 1148, 12516, -79, 13, 54
1.52, -8508, 64, 12808, -16, 109, 105
1.54, -9200, -204, 13212, 40, 153, 102
1.55, -9668, 88, 12628, 118, 142, 84
1.57, -10044, 1060, 12804, 134, 107, 55
1.59, -10272, 1800, 12964, 128, 78, 28
1.61, -10176, 2488, 12616, 82, 65, 8
1.63, -10108, 2188, 12768, 43, 54, 1
1.65, -10004, 1636, 12528, 36, 46, 255
1.67, -9484, 1264, 12420, 48, 31, -4
1.69, -9516, 1404, 12372, 48, 22, -6
1.71, -9592, 1352, 12380, 48, 29, -9
1.73, -9568, 1100, 12452, 77, 28, -5
1.75, -9324, 1176, 12424, 89, 14, 1
1.78, -9448, 1504, 12808, 66, 22, 5
1.80, -9804, 1484, 12768, 63, 55, -27
1.82, -9932, 864, 12684, 84, 36, -61
1.84, -9996, 1256, 12836, 112, 23, -66
1.86, -9900, 2024, 12632, 121, 16, -71
1.87, -9820, 2644, 12540, 42, 12, -74
1.89, -9756, 2116, 12676, -21, 45, -42
1.91, -9468, 1324, 12576, -12, 74, 27
1.93, -8964, 536, 12360, 41, 104, 98
1.96, -9024, 1120, 12560, 52, 114, 113
1.98, -9188, 1196, 12452, 106, 168, 109
2.01, -9516, 1148, 12216, 158, 184, 108
2.03, -10012, 1540, 12240, 182, 188, 85
2.05, -9924, 1536, 12092, 169, 182, 65
2.07, -9752, 1424, 11668, 169, 189, 68
2.09, -9996, 1316, 12232, 179, 204, 85
2.11, -10504, 1480, 12672, 169, 181, 69
2.12, -11040, 1600, 12656, 171, 160, 27
2.14, -11256, 1152, 12492, 199, 117, -9
2.16, -11176, 1592, 13068, 200, 58, -29
2.18, -10984, 2588, 12780, 182, 30, -20
2.20, -10456, 2764, 12524, 149, 8, -8
2.22, -9648, 2396, 12028, 150, 11, 16
2.24, -9032, 1552, 11324, 166, 9, 53
2.26, -9072, 1712, 11832, 158, 12, 101
2.27, -9412, 1912, 12120, 156, 26, 154
2.29, -9484, 1912, 11888, 187, 33, 197
2.31, -9692, 2464, 12088, 160, 12, 200
2.33, -9128, 1964, 11636, 159, 47, 197
